C,delta,k,r,sm,sf,EqInvEig,EqInvEigNM,DiffEQInvEig
0.75,0.2,6.38,0,0.059067527,0.239292396,3,1,2
0.75,0.2,6.38,0,0.042360919,0.310060325,2,0,2
0.75,0.2,6.38,0,0.052358387,0.219106671,3,1,2
0.75,0.2,6.38,0,0.104963972,0.488353575,2,0,2
0.75,0.2,6.38,0,0.040340958,0.354781419,3,1,2
0.75,0.2,6.38,0,0.057047403,0.331282212,2,0,2
0.75,0.2,6.38,0,0.11877694,0.451727421,3,1,2
0.75,0.2,6.38,0,0.081984098,0.403917709,2,0,2
0.75,0.2,6.38,0,0.019367101,0.186466799,3,1,2
0.75,0.2,6.38,0,0.057378012,0.347335902,2,0,2
0.75,0.2,6.38,0,0.063489639,0.477047701,3,1,2
0.75,0.2,6.38,0,0.111174979,0.463732731,3,1,2
0.75,0.2,6.38,0,0.105683427,0.428722299,3,1,2
0.75,0.2,6.38,0,0.064661711,0.385637832,2,0,2
0.75,0.2,6.38,0,0.114680451,0.479839448,3,1,2
0.75,0.2,6.38,0,0.090662102,0.383505581,3,1,2
0.75,0.2,6.38,0,0.12675556,0.486110611,3,1,2
0.75,0.2,6.38,0,0.098994615,0.439229729,3,1,2
0.75,0.2,6.38,0,0.063532066,0.270179552,3,1,2
0.75,0.2,6.38,0,0.088233106,0.483108253,2,0,2
0.75,0.2,6.38,0,0.02155091,0.111651022,2,0,2
0.75,0.2,6.38,0,0.070201163,0.283232499,3,1,2
0.75,0.2,6.38,0,0.091221822,0.39213622,3,1,2
0.75,0.2,6.38,0,0.038147309,0.24082137,2,0,2
0.75,0.2,6.38,0,0.010002608,0.071400111,2,0,2
0.75,0.2,6.38,0,0.037094045,0.339626504,3,1,2
0.75,0.2,6.38,0,0.119477376,0.479008409,3,1,2
0.75,0.2,6.38,0,0.084495071,0.351301481,3,1,2
0.75,0.2,6.38,0,0.104614156,0.40327513,3,1,2
0.75,0.2,6.38,0,0.054207715,0.224922245,3,1,2
0.75,0.2,6.38,0,0.119471963,0.461731738,3,1,2
0.75,0.2,6.38,0,0.051213524,0.404822915,3,1,2
0.75,0.2,6.38,0,0.074930565,0.382473649,2,0,2
0.75,0.2,6.38,0,0.053618712,0.396778566,2,0,2
0.75,0.2,6.38,0,0.009929122,0.091437693,3,1,2
0.75,0.2,6.38,0,0.090868183,0.386904282,3,1,2
0.75,0.2,6.38,0,0.08358858,0.419561061,2,0,2
0.75,0.2,6.38,0,0.039790481,0.284381587,2,0,2
0.75,0.2,6.38,0,0.051914876,0.459506625,3,1,2
0.75,0.2,6.38,0,0.049745767,0.338548801,2,0,2
0.75,0.2,6.38,0,0.047586141,0.343266738,2,0,2
0.75,0.2,6.38,0,0.080679055,0.387886762,2,0,2
0.75,0.2,6.38,0,0.008005111,0.076348183,3,1,2
0.75,0.2,6.38,0,0.087109372,0.370955881,3,1,2
0.75,0.2,6.38,0,0.038954964,0.364325954,3,1,2
0.75,0.2,6.38,0,0.125928093,0.491489821,3,1,2
0.75,0.2,6.38,0,0.053086715,0.484252887,3,1,2
0.75,0.2,6.38,0,0.112749084,0.394609525,3,1,2
0.75,0.2,6.38,0,0.066374153,0.498424515,2,0,2
0.75,0.2,6.38,0,0.051649043,0.297986274,2,0,2
0.75,0.2,6.38,0,0.044482297,0.359942251,3,1,2
0.75,0.2,6.38,0,0.050210353,0.441292204,3,1,2
0.75,0.2,6.38,0,0.049625642,0.412258524,3,1,2
0.75,0.2,6.38,0,0.081125105,0.473855003,2,0,2
0.75,0.2,6.38,0,0.043771304,0.402489925,3,1,2
0.75,0.2,6.38,0,0.085925266,0.381043295,3,1,2
0.75,0.2,6.38,0,0.116629183,0.425307856,3,1,2
0.75,0.2,6.38,0,0.056918136,0.328070924,2,0,2
0.75,0.2,6.38,0,0.038366248,0.361356566,3,1,2
0.75,0.2,6.38,0,0.105385651,0.490504985,2,0,2
0.75,0.2,6.38,0,0.100452161,0.367607537,3,1,2
0.75,0.2,6.38,0,0.109236213,0.438054869,3,1,2
0.75,0.2,6.38,0,0.030633772,0.250090274,3,1,2
0.75,0.2,6.38,0,0.049181156,0.2347378,2,0,2
0.75,0.2,6.38,0,0.103789705,0.490696327,2,0,2
0.75,0.2,6.38,0,0.117342275,0.440569146,3,1,2
0.75,0.2,6.38,0,0.075583872,0.427970014,2,0,2
0.75,0.2,6.38,0,0.033977423,0.1253744,3,1,2
0.75,0.2,6.38,0,0.052276632,0.270934016,2,0,2
0.75,0.2,6.38,0,0.091716234,0.445842453,2,0,2
0.75,0.2,6.38,0,0.017096846,0.098611203,2,0,2
0.75,0.2,6.38,0,0.114306479,0.412855998,3,1,2
0.75,0.2,6.38,0,0.127642719,0.451720208,3,1,2
0.75,0.2,6.38,0,0.103628452,0.398078433,3,1,2
0.75,0.2,6.38,0,0.120572373,0.470279012,3,1,2
0.75,0.2,6.38,0,0.02266315,0.081451732,3,1,2
0.75,0.2,6.38,0,0.024194038,0.232959665,3,1,2
0.75,0.2,6.38,0,0.118278254,0.411759868,3,1,2
0.75,0.2,6.38,0,0.11872783,0.449111326,3,1,2
0.75,0.2,6.38,0,0.079730897,0.373446839,2,0,2
0.75,0.2,6.38,0,0.052712482,0.302389392,2,0,2
0.75,0.2,6.38,0,0.086380801,0.361365645,3,1,2
0.75,0.2,6.38,0,0.052028763,0.408315367,3,1,2
0.75,0.2,6.38,0,0.052150672,0.307100871,2,0,2
0.75,0.2,6.38,0,0.035787129,0.191681474,2,0,2
0.75,0.2,6.38,0,0.030107606,0.206499049,2,0,2
0.75,0.2,6.38,0,0.032220323,0.284562969,3,1,2
0.75,0.2,6.38,0,0.043374557,0.341916843,3,1,2
0.75,0.2,6.38,0,0.128856028,0.485383615,3,1,2
0.75,0.2,6.38,0,0.091509616,0.42933668,2,0,2
0.75,0.2,6.38,0,0.036826008,0.252370192,2,0,2
0.75,0.2,6.38,0,0.059556019,0.300658098,2,0,2
0.75,0.2,6.38,0,0.088851387,0.49819605,1,0,1
0.75,0.2,6.38,0,0.038140306,0.156214612,3,1,2
0.75,0.2,6.38,0,0.013013365,0.108657408,3,1,2
0.75,0.2,6.38,0,0.032047593,0.180132609,2,0,2
0.75,0.2,6.38,0,0.072340322,0.46503605,2,0,2
0.75,0.2,6.38,0,0.024939517,0.153249561,2,0,2
0.75,0.2,6.38,0,0.074021631,0.409311442,2,0,2
0.75,0.2,6.38,0,0.031660224,0.293954663,3,1,2
0.75,0.2,6.38,0,0.096324291,0.449206885,2,0,2
0.75,0.2,6.38,0,0.062859597,0.270050813,3,1,2
0.75,0.2,6.38,0,0.0223259,0.110452315,2,0,2
0.75,0.2,6.38,0,0.040845109,0.381180036,3,1,2
0.75,0.2,6.38,0,0.072244698,0.358622234,2,0,2
0.75,0.2,6.38,0,0.129836421,0.495458275,3,1,2
0.75,0.2,6.38,0,0.090062162,0.315212589,3,1,2
0.75,0.2,6.38,0,0.091618894,0.495443596,2,0,2
0.75,0.2,6.38,0,0.023254415,0.138570176,2,0,2
0.75,0.2,6.38,0,0.042634193,0.410929448,3,1,2
0.75,0.2,6.38,0,0.090518007,0.366459276,3,1,2
0.75,0.2,6.38,0,0.111723863,0.418376082,3,1,2
0.75,0.2,6.38,0,0.068212569,0.243841931,3,1,2
0.75,0.2,6.38,0,0.007203619,0.049135646,2,0,2
0.75,0.2,6.38,0,0.06211441,0.369349349,2,0,2
0.75,0.2,6.38,0,0.119483785,0.457020524,3,1,2
0.75,0.2,6.38,0,0.041444165,0.234878985,2,0,2
0.75,0.2,6.38,0,0.048327118,0.206847534,3,1,2
0.75,0.2,6.38,0,0.055633359,0.298582846,2,0,2
0.75,0.2,6.38,0,0.090627157,0.352598894,3,1,2
0.75,0.2,6.38,0,0.019019034,0.072556989,3,1,2
0.75,0.2,6.38,0,0.084980342,0.338419868,3,1,2
0.75,0.2,6.38,0,0.027406748,0.240578624,3,1,2
0.75,0.2,6.38,0,0.044639744,0.368495974,3,1,2
0.75,0.2,6.38,0,0.060742643,0.495160178,3,1,2
0.75,0.2,6.38,0,0.057766197,0.490964723,3,1,2
0.75,0.2,6.38,0,0.046428446,0.313399899,2,0,2
0.75,0.2,6.38,0,0.036203862,0.271706186,3,1,2
0.75,0.2,6.38,0,0.101084071,0.423743317,3,1,2
0.75,0.2,6.38,0,0.125651014,0.463895844,3,1,2
0.75,0.2,6.38,0,0.091840784,0.44521239,2,0,2
0.75,0.2,6.38,0,0.080658267,0.440322916,2,0,2
0.75,0.2,6.38,0,0.005926396,0.056916203,3,1,2
0.75,0.2,6.38,0,0.013233472,0.112605706,3,1,2
0.75,0.2,6.38,0,0.064848033,0.315334224,2,0,2
0.75,0.2,6.38,0,0.053493584,0.494482512,3,1,2
0.75,0.2,6.38,0,0.130646993,0.488168594,3,1,2
0.75,0.2,6.38,0,0.105759594,0.450075574,3,1,2
0.75,0.2,6.38,0,0.044121686,0.42461833,3,1,2
0.75,0.2,6.38,0,0.082409875,0.395158702,2,0,2
0.75,0.2,6.38,0,0.038748619,0.27026124,2,0,2
0.75,0.2,6.38,0,0.064955823,0.36998025,2,0,2
0.75,0.2,6.38,0,0.019799744,0.181632818,3,1,2
0.75,0.2,6.38,0,0.118879045,0.42207382,3,1,2
0.75,0.2,6.38,0,0.051630757,0.257000264,2,0,2
0.75,0.2,6.38,0,0.055708088,0.302514158,2,0,2
0.75,0.2,6.38,0,0.033417025,0.157550188,2,0,2
0.75,0.2,6.38,0,0.035290314,0.177051674,2,0,2
0.75,0.2,6.38,0,0.068360106,0.416979362,2,0,2
0.75,0.2,6.38,0,0.063704081,0.269674237,3,1,2
0.75,0.2,6.38,0,0.071943328,0.35605113,2,0,2
0.75,0.2,6.38,0,0.030985622,0.163359924,2,0,2
0.75,0.2,6.38,0,0.127021177,0.494105521,3,1,2
0.75,0.2,6.38,0,0.077332277,0.464417287,2,0,2
0.75,0.2,6.38,0,0.02401741,0.204686084,3,1,2
0.75,0.2,6.38,0,0.046988789,0.428686496,3,1,2
0.75,0.2,6.38,0,0.05577184,0.350694225,2,0,2
0.75,0.2,6.38,0,0.03176327,0.261634651,3,1,2
0.75,0.2,6.38,0,0.080142957,0.486446351,1,0,1
0.75,0.2,6.38,0,0.126358154,0.447253064,3,1,2
0.75,0.2,6.38,0,0.02533423,0.155774089,2,0,2
0.75,0.2,6.38,0,0.066354431,0.406543937,2,0,2
0.75,0.2,6.38,0,0.082689432,0.439355571,2,0,2
0.75,0.2,6.38,0,0.073332851,0.48228334,2,0,2
0.75,0.2,6.38,0,0.041073269,0.345554501,3,1,2
0.75,0.2,6.38,0,0.043178628,0.276623242,2,0,2
0.75,0.2,6.38,0,0.031985586,0.181526013,2,0,2
0.75,0.2,6.38,0,0.040235584,0.223878337,2,0,2
0.75,0.2,6.38,0,0.015086025,0.125921837,3,1,2
0.75,0.2,6.38,0,0.04683339,0.205366865,3,1,2
0.75,0.2,6.38,0,0.127484498,0.480266317,3,1,2
0.75,0.2,6.38,0,0.106987588,0.463133595,3,1,2
0.75,0.2,6.38,0,0.042220526,0.370281678,3,1,2
0.75,0.2,6.38,0,0.005640452,0.04889055,3,1,2
0.75,0.2,6.38,0,0.063109661,0.357660164,2,0,2
0.75,0.2,6.38,0,0.054078417,0.226220632,3,1,2
0.75,0.2,6.38,0,0.079761265,0.3583622,2,0,2
0.75,0.2,6.38,0,0.058845125,0.423319283,2,0,2
0.75,0.2,6.38,0,0.109260302,0.413815866,3,1,2
0.75,0.2,6.38,0,0.046958241,0.448765661,3,1,2
0.75,0.2,6.38,0,0.083452631,0.422580614,2,0,2
0.75,0.2,6.38,0,0.036311442,0.183737795,2,0,2
0.75,0.2,6.38,0,0.047037166,0.247247787,2,0,2
0.75,0.2,6.38,0,0.058423933,0.331924168,2,0,2
0.75,0.2,6.38,0,0.08088848,0.370603884,2,0,2
0.75,0.2,6.38,0,0.082294549,0.300168865,3,1,2
0.75,0.2,6.38,0,0.061165001,0.397337421,2,0,2
0.75,0.2,6.38,0,0.04990139,0.402994357,3,1,2
0.75,0.2,6.38,0,0.096033839,0.408051871,3,1,2
0.75,0.2,6.38,0,0.104603413,0.393545482,3,1,2
0.75,0.2,6.38,0,0.067886472,0.451468687,2,0,2
0.75,0.2,6.38,0,0.02420028,0.16242153,2,0,2
0.75,0.2,6.38,0,0.105250367,0.435147967,3,1,2
0.75,0.2,6.38,0,0.012576697,0.116725186,3,1,2
0.75,0.2,6.38,0,0.045259585,0.313495064,2,0,2
0.75,0.2,6.38,0,0.043303765,0.189542413,3,1,2
0.75,0.2,6.38,0,0.076729119,0.449405783,2,0,2
0.75,0.2,6.38,0,0.080272298,0.29894497,3,1,2
0.75,0.2,6.38,0,0.048380531,0.384339252,3,1,2
0.75,0.2,6.38,0,0.031299028,0.269944789,3,1,2
0.75,0.2,6.38,0,0.066525441,0.498820684,2,0,2
0.75,0.2,6.38,0,0.080321643,0.459645045,2,0,2
0.75,0.2,6.38,0,0.037531667,0.186768578,2,0,2
0.75,0.2,6.38,0,0.088280101,0.383249358,3,1,2
0.75,0.2,6.38,0,0.084512699,0.3480455,3,1,2
0.75,0.2,6.38,0,0.069468637,0.309513712,3,1,2
0.75,0.2,6.38,0,0.038343835,0.258429628,2,0,2
0.75,0.2,6.38,0,0.077693825,0.276465532,3,1,2
0.75,0.2,6.38,0,0.095150022,0.364369578,3,1,2
0.75,0.2,6.38,0,0.039276268,0.21159701,2,0,2
0.75,0.2,6.38,0,0.132869014,0.484447777,3,1,2
0.75,0.2,6.38,0,0.092461159,0.38376859,3,1,2
0.75,0.2,6.38,0,0.034933907,0.281926987,3,1,2
0.75,0.2,6.38,0,0.033655424,0.323925673,3,1,2
0.75,0.2,6.38,0,0.083450086,0.335877243,3,1,2
0.75,0.2,6.38,0,0.070557415,0.488310913,2,0,2
0.75,0.2,6.38,0,0.095191939,0.468895614,2,0,2
0.75,0.2,6.38,0,0.107406919,0.454825997,3,1,2
0.75,0.2,6.38,0,0.117711252,0.433433633,3,1,2
0.75,0.2,6.38,0,0.077397741,0.384450446,2,0,2
0.75,0.2,6.38,0,0.082199358,0.446739163,2,0,2
0.75,0.2,6.38,0,0.072992048,0.321972981,3,1,2
0.75,0.2,6.38,0,0.073777709,0.272544822,3,1,2
0.75,0.2,6.38,0,0.068955315,0.248471132,3,1,2
0.75,0.2,6.38,0,0.101087729,0.374850883,3,1,2
0.75,0.2,6.38,0,0.080069498,0.31252175,3,1,2
0.75,0.2,6.38,0,0.03955496,0.243490203,2,0,2
0.75,0.2,6.38,0,0.072360213,0.334980103,2,0,2
0.75,0.2,6.38,0,0.072367648,0.369513948,2,0,2
0.75,0.2,6.38,0,0.07547427,0.462606126,2,0,2
0.75,0.2,6.38,0,0.058562602,0.476927056,3,1,2
0.75,0.2,6.38,0,0.129977992,0.476406478,3,1,2
0.75,0.2,6.38,0,0.073283101,0.323054552,3,1,2
0.75,0.2,6.38,0,0.056789228,0.361607893,2,0,2
0.75,0.2,6.38,0,0.074959467,0.328125644,3,1,2
0.75,0.2,6.38,0,0.030469216,0.132075946,3,1,2
0.75,0.2,6.38,0,0.103174244,0.383170659,3,1,2
0.75,0.2,6.38,0,0.021725885,0.16206756,3,1,2
0.75,0.2,6.38,0,0.089298772,0.345729491,3,1,2
0.75,0.2,6.38,0,0.035670815,0.13482307,3,1,2
0.75,0.2,6.38,0,0.057328256,0.263005654,2,0,2
0.75,0.2,6.38,0,0.113618759,0.413209704,3,1,2
0.75,0.2,6.38,0,0.072262664,0.405643941,2,0,2
0.75,0.2,6.38,0,0.027554627,0.125617321,2,0,2
0.75,0.2,6.38,0,0.065274328,0.369709558,2,0,2
0.75,0.2,6.38,0,0.048488616,0.289201255,2,0,2
0.75,0.2,6.38,0,0.101982255,0.423995221,3,1,2
0.75,0.2,6.38,0,0.119899219,0.445351452,3,1,2
0.75,0.2,6.38,0,0.097658997,0.454087483,2,0,2
0.75,0.2,6.38,0,0.046096881,0.398237195,3,1,2
0.75,0.2,6.38,0,0.12022993,0.468035949,3,1,2
0.75,0.2,6.38,0,0.061829787,0.292615143,2,0,2
0.75,0.2,6.38,0,0.010734936,0.067173424,2,0,2
0.75,0.2,6.38,0,0.087363017,0.498131603,1,0,1
0.75,0.2,6.38,0,0.032524808,0.294511074,3,1,2
0.75,0.2,6.38,0,0.079549329,0.377595366,2,0,2
0.75,0.2,6.38,0,0.072349351,0.335259573,2,0,2
0.75,0.2,6.38,0,0.045405591,0.190393893,3,1,2
0.75,0.2,6.38,0,0.044996232,0.39307519,3,1,2
0.75,0.2,6.38,0,0.05781874,0.25397775,3,1,2
0.75,0.2,6.38,0,0.05013605,0.350593924,2,0,2
0.75,0.2,6.38,0,0.035301252,0.259974079,2,0,2
0.75,0.2,6.38,0,0.086510297,0.451674929,2,0,2
0.75,0.2,6.38,0,0.068602378,0.352524513,2,0,2
0.75,0.2,6.38,0,0.038487873,0.313783829,3,1,2
0.75,0.2,6.38,0,0.050604235,0.310234561,2,0,2
0.75,0.2,6.38,0,0.106940094,0.428014963,3,1,2
0.75,0.2,6.38,0,0.05753719,0.278909532,2,0,2
0.75,0.2,6.38,0,0.065652507,0.249975175,3,1,2
0.75,0.2,6.38,0,0.022481334,0.131438196,2,0,2
0.75,0.2,6.38,0,0.057954337,0.240102766,3,1,2
0.75,0.2,6.38,0,0.015408652,0.098897954,2,0,2
0.75,0.2,6.38,0,0.054693876,0.363667995,2,0,2
0.75,0.2,6.38,0,0.090160079,0.356724391,3,1,2
0.75,0.2,6.38,0,0.039645245,0.223939765,2,0,2
0.75,0.2,6.38,0,0.078437244,0.321841641,3,1,2
0.75,0.2,6.38,0,0.105504286,0.470067272,3,1,2
0.75,0.2,6.38,0,0.059782052,0.390545705,2,0,2
0.75,0.2,6.38,0,0.035171369,0.328554905,3,1,2
0.75,0.2,6.38,0,0.125649803,0.481235774,3,1,2
0.75,0.2,6.38,0,0.081626249,0.385200818,2,0,2
0.75,0.2,6.38,0,0.082241667,0.318289108,3,1,2
0.75,0.2,6.38,0,0.042264275,0.288175623,2,0,2
0.75,0.2,6.38,0,0.046090322,0.233107585,2,0,2
0.75,0.2,6.38,0,0.119392695,0.444116155,3,1,2
0.75,0.2,6.38,0,0.020866182,0.17211615,3,1,2
0.75,0.2,6.38,0,0.06643715,0.297080742,3,1,2
0.75,0.2,6.38,0,0.025892246,0.24753189,3,1,2
0.75,0.2,6.38,0,0.066272579,0.261573857,3,1,2
0.75,0.2,6.38,0,0.02434676,0.084977779,3,1,2
0.75,0.2,6.38,0,0.031727306,0.185284839,2,0,2
0.75,0.2,6.38,0,0.057536493,0.393766332,2,0,2
0.75,0.2,6.38,0,0.021240472,0.103181935,2,0,2
0.75,0.2,6.38,0,0.056077849,0.283573785,2,0,2
0.75,0.2,6.38,0,0.076283935,0.496321429,1,0,1
0.75,0.2,6.38,0,0.045623618,0.264167174,2,0,2
0.75,0.2,6.38,0,0.028866771,0.168088765,2,0,2
0.75,0.2,6.38,0,0.052839196,0.373661715,2,0,2
0.75,0.2,6.38,0,0.095282031,0.483490886,2,0,2
0.75,0.2,6.38,0,0.041051978,0.308785315,3,1,2
0.75,0.2,6.38,0,0.073684991,0.498699357,1,0,1
0.75,0.2,6.38,0,0.122353483,0.492942103,3,1,2
0.75,0.2,6.38,0,0.069500353,0.406003844,2,0,2
0.75,0.2,6.38,0,0.08343059,0.307684402,3,1,2
0.75,0.2,6.38,0,0.067253991,0.354119011,2,0,2
0.75,0.2,6.38,0,0.062265686,0.34933748,2,0,2
0.75,0.2,6.38,0,0.075417464,0.283570079,3,1,2
0.75,0.2,6.38,0,0.085961544,0.379310743,3,1,2
0.75,0.2,6.38,0,0.049683794,0.40485389,3,1,2
0.75,0.2,6.38,0,0.046992119,0.365853664,3,1,2
0.75,0.2,6.38,0,0.035818723,0.341538477,3,1,2
0.75,0.2,6.38,0,0.101849273,0.363881736,3,1,2
0.75,0.2,6.38,0,0.030034983,0.264237776,3,1,2
0.75,0.2,6.38,0,0.00802093,0.055647335,2,0,2
0.75,0.2,6.38,0,0.051003419,0.229049957,3,1,2
0.75,0.2,6.38,0,0.019859796,0.080900059,3,1,2
0.75,0.2,6.38,0,0.068062184,0.425564582,2,0,2
0.75,0.2,6.38,0,0.075470353,0.277771881,3,1,2
0.75,0.2,6.38,0,0.077445723,0.359887479,2,0,2
0.75,0.2,6.38,0,0.038966735,0.309886422,3,1,2
0.75,0.2,6.38,0,0.035898533,0.18829606,2,0,2
0.75,0.2,6.38,0,0.026799002,0.214471116,3,1,2
0.75,0.2,6.38,0,0.08109042,0.437960152,2,0,2
0.75,0.2,6.38,0,0.105187877,0.431556487,3,1,2
0.75,0.2,6.38,0,0.024619047,0.185171866,3,1,2
0.75,0.2,6.38,0,0.055395364,0.334243258,2,0,2
0.75,0.2,6.38,0,0.032087634,0.18894532,2,0,2
0.75,0.2,6.38,0,0.028860461,0.277440154,3,1,2
0.75,0.2,6.38,0,0.06913925,0.300647114,3,1,2
0.75,0.2,6.38,0,0.094567503,0.473956139,2,0,2
0.75,0.2,6.38,0,0.030647764,0.223562252,2,0,2
0.75,0.2,6.38,0,0.061542032,0.233144511,3,1,2
0.75,0.2,6.38,0,0.086121545,0.316561495,3,1,2
0.75,0.2,6.38,0,0.011376996,0.049597833,3,1,2
0.75,0.2,6.38,0,0.027022397,0.152102068,2,0,2
0.75,0.2,6.38,0,0.045218577,0.18147267,3,1,2
0.75,0.2,6.38,0,0.084581598,0.411924133,2,0,2
0.75,0.2,6.38,0,0.059437648,0.289913444,2,0,2
0.75,0.2,6.38,0,0.0245096,0.153869151,2,0,2
0.75,0.2,6.38,0,0.060486197,0.433480228,2,0,2
0.75,0.2,6.38,0,0.016590807,0.107529965,2,0,2
0.75,0.2,6.38,0,0.105604616,0.37284091,3,1,2
0.75,0.2,6.38,0,0.025826241,0.186759859,2,0,2
0.75,0.2,6.38,0,0.046924656,0.372132392,3,1,2
0.75,0.2,6.38,0,0.066312523,0.436636639,2,0,2
0.75,0.2,6.38,0,0.018577647,0.173555159,3,1,2
0.75,0.2,6.38,0,0.11449771,0.418160153,3,1,2
0.75,0.2,6.38,0,0.036622531,0.174911409,2,0,2
0.75,0.2,6.38,0,0.097248184,0.399801432,3,1,2
0.75,0.2,6.38,0,0.068927368,0.248270784,3,1,2
0.75,0.2,6.38,0,0.065063951,0.350012928,2,0,2
0.75,0.2,6.38,0,0.013328135,0.104728346,3,1,2
0.75,0.2,6.38,0,0.13536121,0.477026009,3,1,2
0.75,0.2,6.38,0,0.072170821,0.325911561,2,0,2
0.75,0.2,6.38,0,0.051798661,0.454261233,3,1,2
0.75,0.2,6.38,0,0.063646602,0.345578268,2,0,2
0.75,0.2,6.38,0,0.078748344,0.441837485,2,0,2
0.75,0.2,6.38,0,0.101703025,0.489008556,2,0,2
0.75,0.2,6.38,0,0.082372108,0.491596526,1,0,1
0.75,0.2,6.38,0,0.024126791,0.219054593,3,1,2
0.75,0.2,6.38,0,0.034011956,0.137108986,3,1,2
0.75,0.2,6.38,0,0.041707861,0.365900368,3,1,2
0.75,0.2,6.38,0,0.046180315,0.289956266,2,0,2
0.75,0.2,6.38,0,0.056787997,0.396702918,2,0,2
0.75,0.2,6.38,0,0.064648847,0.454453113,2,0,2
0.75,0.2,6.38,0,0.108916638,0.45405621,3,1,2
0.75,0.2,6.38,0,0.058768374,0.399900563,2,0,2
0.75,0.2,6.38,0,0.03629641,0.341670065,3,1,2
0.75,0.2,6.38,0,0.075060249,0.343671643,2,0,2
0.75,0.2,6.38,0,0.100617289,0.479455092,2,0,2
0.75,0.2,6.38,0,0.069840938,0.42154808,2,0,2
0.75,0.2,6.38,0,0.051189234,0.413667695,3,1,2
0.75,0.2,6.38,0,0.048667174,0.360247687,2,0,2
0.75,0.2,6.38,0,0.058484797,0.284327413,2,0,2
0.75,0.2,6.38,0,0.041719143,0.16233265,3,1,2
0.75,0.2,6.38,0,0.081709738,0.493023144,1,0,1
0.75,0.2,6.38,0,0.042108699,0.363521516,3,1,2
0.75,0.2,6.38,0,0.042613199,0.383109878,3,1,2
0.75,0.2,6.38,0,0.052474046,0.248621475,2,0,2
0.75,0.2,6.38,0,0.116576216,0.458154393,3,1,2
0.75,0.2,6.38,0,0.038558884,0.265695257,2,0,2
0.75,0.2,6.38,0,0.081827667,0.410070311,2,0,2
0.75,0.2,6.38,0,0.00946971,0.085807191,3,1,2
0.75,0.2,6.38,0,0.030983492,0.164153499,2,0,2
0.75,0.2,6.38,0,0.105929786,0.454778225,3,1,2
0.75,0.2,6.38,0,0.008333704,0.054869974,2,0,2
0.75,0.2,6.38,0,0.046804518,0.294158831,2,0,2
0.75,0.2,6.38,0,0.064745809,0.398465729,2,0,2
0.75,0.2,6.38,0,0.04656186,0.337051951,2,0,2
0.75,0.2,6.38,0,0.070924567,0.321809769,2,0,2
0.75,0.2,6.38,0,0.105495262,0.393435618,3,1,2
0.75,0.2,6.38,0,0.038578608,0.364228187,3,1,2
0.75,0.2,6.38,0,0.12862608,0.44767353,3,1,2
0.75,0.2,6.38,0,0.013437557,0.061343612,3,1,2
0.75,0.2,6.38,0,0.068740414,0.329032805,2,0,2
0.75,0.2,6.38,0,0.048886082,0.433926294,3,1,2
0.75,0.2,6.38,0,0.08035444,0.360439747,3,1,2
0.75,0.2,6.38,0,0.074794373,0.469891718,2,0,2
0.75,0.2,6.38,0,0.016027338,0.116108968,2,0,2
0.75,0.2,6.38,0,0.063154861,0.275075859,3,1,2
0.75,0.2,6.38,0,0.067360886,0.415077515,2,0,2
0.75,0.2,6.38,0,0.030434151,0.2596484,3,1,2
0.75,0.2,6.38,0,0.088949707,0.339477538,3,1,2
0.75,0.2,6.38,0,0.086639151,0.362821597,3,1,2
0.75,0.2,6.38,0,0.01528124,0.111925406,2,0,2
0.75,0.2,6.38,0,0.049460099,0.285919536,2,0,2
0.75,0.2,6.38,0,0.112497605,0.459993621,3,1,2
0.75,0.2,6.38,0,0.056033892,0.320620147,2,0,2
0.75,0.2,6.38,0,0.073003435,0.462778809,2,0,2
0.75,0.2,6.38,0,0.043723456,0.351837702,3,1,2
0.75,0.2,6.38,0,0.028747141,0.133295671,2,0,2
0.75,0.2,6.38,0,0.095652614,0.365384834,3,1,2
0.75,0.2,6.38,0,0.050890435,0.318215921,2,0,2
0.75,0.2,6.38,0,0.050982456,0.348531583,2,0,2
0.75,0.2,6.38,0,0.104121826,0.373797235,3,1,2
0.75,0.2,6.38,0,0.114409497,0.444630012,3,1,2
0.75,0.2,6.38,0,0.111121569,0.487966583,3,1,2
0.75,0.2,6.38,0,0.010637308,0.065408875,2,0,2
0.75,0.2,6.38,0,0.098961781,0.421423143,3,1,2
0.75,0.2,6.38,0,0.082824809,0.375094733,2,0,2
0.75,0.2,6.38,0,0.09285628,0.369138101,3,1,2
0.75,0.2,6.38,0,0.042011753,0.233635151,2,0,2
0.75,0.2,6.38,0,0.040284999,0.238048677,2,0,2
0.75,0.2,6.38,0,0.007738178,0.039617709,2,0,2
0.75,0.2,6.38,0,0.096001447,0.444262239,2,0,2
0.75,0.2,6.38,0,0.114753896,0.460928552,3,1,2
0.75,0.2,6.38,0,0.044892248,0.420039357,3,1,2
0.75,0.2,6.38,0,0.054262386,0.363606028,2,0,2
0.75,0.2,6.38,0,0.047607309,0.277422052,2,0,2
0.75,0.2,6.38,0,0.114667343,0.454298176,3,1,2
0.75,0.2,6.38,0,0.078902469,0.458591024,2,0,2
0.75,0.2,6.38,0,0.124473951,0.475950405,3,1,2
0.75,0.2,6.38,0,0.033025017,0.310841595,3,1,2
0.75,0.2,6.38,0,0.057123579,0.359062391,2,0,2
0.75,0.2,6.38,0,0.091612034,0.395528422,3,1,2
0.75,0.2,6.38,0,0.033235868,0.321221121,3,1,2
